https://www.ptt.cc/bbs/Lifeismoney/M.1577787844.A.93E.html,34,"
明天早上開始
不知道品項是啥
感覺應該是最便宜的咖啡吧
記憶中不太好喝
https://i.imgur.com/LSmBXiC.jpg


",Tue Dec 31 18:24:02 2019,"
[情報] 元旦全聯一塊喝一杯
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577790895.A.4C2.html,59,"
華碩超大方 元月起買華碩兩款手機送耳機！
https://udn.com/news/story/7240/4257928
2019-12-30 16:31經濟日報 記者謝艾莉／台北即時報導
華碩為歡慶新年到來，自2020年1月1日起，推出多項手機促銷優惠，新年換新機現在正是
時候！自2020年1月1日起至1月15日期間，消費者於全通路購買ROG Phone II或ASUS
ZenFone 6，線上登錄送新款耳機！此外，華碩更攜手中華電信獨家推出ASUS ZenFone 6
迷霧黑(8G/512G)，2020年1月2日至2月15日前申辦中華電信任一資費，還享有多款華碩手
機優惠方案，包含：ROG Phone II加贈原廠30W快充(市價1,490)；ZenFone 6中華電信獨
家版本(8G/512G)，隨貨附贈ZenPower Pocket行動電源(市價699，恕不選色)，線上登錄
再送華碩30周年紀念包。

以創新4800萬畫素翻轉式相機獲得多項國際大獎肯定的ASUS ZenFone 6，不僅擁有強大攝
影力，其搭載Qualcomm Snapdragon 855行動運算平台、兩天不斷電5000mAh超長續航
力，以及真正無開孔、無瀏海的6.4吋超大螢幕，滿足消費者對旗艦智慧型手機的需求。
2020年1月1日起至1月15日，於全通路購買ZenFone 6 (ZS630KL)全系列，線上登錄送真無
線藍牙耳機ASUS ZenEar BT(市價1,990，數量有限，送完為止)。

地表最強電競手機ROG Phone II搭載頂級Qualcomm Snapdragon 855+處理器與120Hz
AMOLED螢幕，擁有強悍效能與流暢無延遲的清晰畫面，加上可大幅提升操控性的
AirTrigger II超音波觸控鍵設定快捷鍵，各類電競手遊均可輕鬆駕馭、出奇制勝，助玩
家贏在起點。為回饋廣大玩家，自2020年1月1日起至1月31日，於全通路購買ROG Phone
II (ZS660KL)全系列，線上登錄送全新上市的ROG Cetra Core入耳式電競耳機(市價1,790
，數量有限，送完為止)。

..
..
..
這次看起來 還不錯 買 ZF6 還送真無線耳機 而且全通路都有，
這支應該算是 5Z 的改良版 改進了耗電等問題，可以參考隔壁通訊板@@

應該算4個CP值得選擇，頂多運氣不好的時候 可能要多出幾次任務而已(X


",Tue Dec 31 19:14:52 2019,"
[新聞] 華碩超大方 元月起買華碩兩款手機送耳機
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577794531.A.03C.html,27,"

台北跨年場Klook活動

兌換碼 佼哥請我喝珍煮丹 (已換完)

要換要快

https://www.klook.com/zh-TW/coupons

============================

五樓提供買一送一的優惠券

兌換碼 來KLOOK喝珍煮丹


",Tue Dec 31 20:15:27 2019,"
[情報] 珍煮丹紅茶拿鐵免費
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577795044.A.841.html,19,"
https://i.imgur.com/8sUapvp.jpg
在家樂福看到特價599
頗便宜 但爬文據說這款會漏水
大家斟酌看看


",Tue Dec 31 20:24:02 2019,"
[情報] 家樂福膳魔師保溫瓶599
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577795209.A.34D.html,30,"
不好意思，我想問問有人第一波的活動，原創貼圖沒有拿到預期回饋的嗎？

沒有的應該是你條件不符合，活動規則被偷改!!!



我今天仔細一看!!!官方給你改懶人包活動圖片，所以不是""""指定原創""""，你沒回饋...

會不會太扯???

附上12/6當天活動一出來的截圖，我當下想說一年就這一波直接買滿5+1組

我還趕快通知朋友一起買好買滿= =
https://i.imgur.com/OI620zl.jpg


然後下面這是，我今天回頭看活動連結的圖
https://i.imgur.com/ULtV9T7.jpg

哇！ 居然這樣改文字了!!


現在只好先申訴??還是有何建議??





: 台灣時間2019年12月06日10:00~2019年12月25日23:59。
主
。
: 活動時間：台灣時間2019年12月6日10:00～2019年12月12日23:59。(共7天)
: ※官方貼圖
幣7
: https://lin.ee/jNcVp3i/crtw/blog4
: ※原創貼圖
可
五
: https://lin.ee/wB4kUY0/crtw/blog7
: 活動時間：台灣時間2019年12月13日10:00～2019年12月19日23:59。(共7天)
: ※官方貼圖
: https://lin.ee/cKkC3b3/crtw/blog5
: ※原創貼圖
: https://lin.ee/kQbBOHb/crtw/blog8
: 活動時間：台灣時間2019年12月20日10:00～2019年12月25日23:59。(共6天)
: ※官方貼圖
: https://lin.ee/afF9Tkt/crtw/blog6
: ※原創貼圖
: https://lin.ee/a3ZV0H/crtw/blog9
: http://i.imgur.com/fzSPr9i.jpg
: 備註:


",Tue Dec 31 20:26:47 2019,"
Re: [詢問] Line貼圖大回饋 (回饋問題)
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577796424.A.C5B.html,22,"
量販店&線上購物: 滿2000打九折
超市: 滿千打九折

活動日期: 實體門市1/1 線上購物1~3/1

活動說明: https://www.carrefour.com.tw/activity/membercard/CNYCoupon_200101
https://i.imgur.com/56fGPUm.jpg


",Tue Dec 31 20:47:02 2019,"
[情報] 家樂福元旦享好康滿額九折
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577796657.A.903.html,3,"
羅技G610+G633這個組合下殺$4388
比價過G610目前最便宜在有閑$2490
G633最便宜是PC家$1990
如果鍵盤和耳機是要分開買的話就不用考慮組合價了
因為價差就沒那麼多

目前店家有送超贈
多了超贈點645點
算下來等於$3743就能買到G610+G633
http://bit.ly/35dmW4z


",Tue Dec 31 20:50:55 2019,"
[情報] 羅技G610鍵盤+G633耳機$4388
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577801912.A.0A3.html,2,"
現在 YAHOO購物中心球鞋滿$2800折現$500到1/3

https://i.imgur.com/4URXNw8.jpg

之前還有滿2500折500

https://i.imgur.com/MDeF7yf.jpg

滿2800感覺比較少


",Tue Dec 31 22:18:30 2019,"
[情報] YAHOO購物中心 球鞋滿$2800折現$500到1/3
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577804293.A.3A3.html,3,"
文章代碼(AID): #1U1XBHdM (Lifeismoney)

《５》禁止發表販售、轉讓、交換、徵求物品文章（含簽名檔、推文）。
　　　物品內容 包含但不限定實體物品（群組、序號等）
　　　違規處份★刪文備份、水桶三個月，累犯永久水桶+退文★

natsu1235 推文徵求 水桶3個月


",Tue Dec 31 22:58:11 2019,"
[公告] 水桶名單 natsu1235
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577809925.A.E15.html,41,"

剛剛臉書粉絲團發出的騎乘金

GOSHARE2020

是20元，分享給大家
不知道有沒有限量

https://i.imgur.com/Me12vNV.jpg


",Wed Jan  1 00:32:03 2020,"
[情報] goshare騎乘金
"
https://www.ptt.cc/bbs/Lifeismoney/M.1577814128.A.11C.html,2,"
1/1-1/21 蝦皮24h生活美食館
除舊佈新掃除活動開跑

1/1、1/8、1/15 每周三居家日 00:00- 23:59
★滿$31折$30
→折扣碼[ 24HLFN+日期 ]
EX: 0101>請輸入""24HLFN0101""

★滿$799折$100
→折扣碼[ 24HLFNA+日期]
EX: 0101>請輸入""24HLFNA0101""

1/5 0:00- 23:59
★滿$799折$70→折扣碼[24HLFNA0105]

其他天天0:00- 23:59
★滿$799折$70
→折扣碼[ 24HLFN+日期 ]
EX: 0102>請輸入""24HLFN0102""




",Wed Jan  1 01:42:06 2020,"
[情報] 蝦皮24h 折扣碼 除舊佈新掃除活動
"
