https://www.ptt.cc/bbs/BabyMother/M.1577021777.A.73F.html,8,"
距離上次po文已經兩個月了
後來帶去超市會口頭制止不要亂摸
如果制止不聽就會直接背起來


現在女兒1Y4M
一樣會帶著去超市
進超市前會問他你想進去嗎？進去的話不可以摸喔！
兩個問題都點頭後帶進去
真的全程都沒有再摸東西了
有時候女兒看商品看得很心癢又不能摸
乾脆會把手背在後面走路XD
當然我不會慢慢逛
趕快東西拿一拿
趕在小孩克制力歸零前離開超市


沒想到可以進步那麼多！
真的不要太小看小孩的學習能力


不
當
必
阿
眼
(


",Sun Dec 22 21:36:15 2019,"
Re: [寶寶] 教養問題 帶一歲兒逛超市
"
https://www.ptt.cc/bbs/BabyMother/M.1577022582.A.0A4.html,,"
您好：
我家寶寶剛滿6個月。
家離武陵高中不遠，
很想參加
不曉得還會開課嗎？！
後續如果有要開共學課，
時間地點配合的上的話很願意參加
一定要揪我哦
謝謝妳



引述《absorbed (活在當下活出自我)》之銘言：


",Sun Dec 22 21:49:40 2019,"
Re: [徵求] 桃園區親子共學
"
https://www.ptt.cc/bbs/BabyMother/M.1577024592.A.C7A.html,11,"
各位晚安

寶寶近日已滿月，
但名字最終還是拿不定主意！

有請老師算過名字筆畫是13+18

爸爸就是姓蕭，筆畫多是注定了！

剛好大寶姊姊的名字歆是13畫，
我們本來也想姊弟有一個同字，
所以第二個字歆，也就沒什麼異議。

倒是第三個字，遲遲無法決定。

煩請各位幫忙看看有沒有什麼不好的諧音之類！

1、蕭歆鎧

2、蕭歆爵

爸爸喜歡1，原因是朋友略懂生肖姓名，
覺得歆、爵不適用，鎧字適合豬寶用。

媽媽喜歡2，原因是比較喜歡爵的字義，
也或許是對男孩兒的一種期許吧！
自己用筆書寫過幾次，也是喜歡2的字形。

如果大家有什麼建議，也請不吝指教，謝謝




",Sun Dec 22 22:23:10 2019,"
[寶寶]  男豬寶命名請益（蕭）
"
https://www.ptt.cc/bbs/BabyMother/M.1577025089.A.650.html,4,"
感謝大家之前熱心的回覆

目前地墊已到, 而圍欄也陸續到貨

只是關於直線跟直角的固定器還有個小疑問

那就是這兩者似乎沒附墊片, 只有圓盤有附墊片

請問這兩者是真的不需要加上墊片嗎?

安裝後是否會有不平整或是傷到地板的疑慮呢?

因為圍欄陸續到貨中, 所以還沒辦法先裝起來看看

因此請大家再幫忙解答一下, 謝謝!


ps. 精打細算後結果被加了運費又課了關稅, 感覺好像也沒有省很多 XD



: 圍欄則打算買10p (kibel:7p+1p門, bling:2p, 這樣就不會有尺寸不搭的問題?!)


",Sun Dec 22 22:31:27 2019,"
Re: [寶寶] Caraz圍欄固定架請教
"
https://www.ptt.cc/bbs/BabyMother/M.1577028074.A.088.html,21,"

11月中時，十個月的女兒噎到了QQ
雖然好險拍出來，但總之那時就立刻報名台北聯合醫院嬰幼兒與成人急救課程。
每隔一段時間讓熟悉急救流程與步驟，發生意外時才有可能正確操作啊！

以下簡短的整理上課紀錄和詢問講師的問題，但本篇只想要宣導大家去實際操作，所以就沒有介紹太多細節了唷！

*CPR流程
叫：確認意識、呼吸狀態
叫：請人打119、拿AED
C：實施CPR
D：開始使用AED

*因民眾版的口對口人工呼吸正確率太低、效果太差，因此以心臟按摩為主，現在已不推行口對口人工呼吸；此外正確實施心臟按摩時，有強制換氣的效果

*8歲以上以成人方式按壓；1-8歲以單手按壓；小於一歲使用兩手指頭（縱向）按壓

*熟悉住家附近的AED擺放位置，注意有無兒童模式或貼片；若無則使用大人的亦可。小於一歲以下的嬰兒不使用AED

*哈姆力克
1. 瞬間力道決定異物是否容易被排除
2. 1歲以下的幼兒使用拍背、翻身壓為主
3. 異物排除後，仍建議就醫檢查

另外，因為女兒噎到的事情讓我們好好思考整個環節的問題，這邊也整理如下

*當發現孩子口中有異物時
1.先不急著挖
2.將孩子抱在一個很穩定的姿勢
3.鼓勵孩子吐出
4.一人以非常穩定的姿勢固定頭部身體
5.一人捏住臉頰強迫孩子張口
6.看到異物時「快、狠、準」取出

雖然孩子口中有異物是危險的，但更危險的是大人在慌亂挖取的過程，孩子情緒不穩開始崩潰大哭扭動，這時才是最最最容易發生了異物哽塞的情境(我女兒就是因為公婆急著挖出來，但卻沒有好好的固定好女兒，導致女兒在崩潰大哭時噎到的，那時人不在現場 但是看到影片真的心好難過，好險最後公公有將異物排出，女兒才大聲哭出來）
因此，先冷靜的固定孩子姿勢，再快狠準的拾取孩子口中異物，降低孩子因為崩潰大哭扭動掙扎而導致異物哽塞！

*當孩子吃飯嗆到時
嗆到時，可在旁模仿咳嗽鼓勵孩子自行咳嗽排除，此時避免將孩子抱起或拍擊背部，避免因拍背更容易讓食物進到氣管。當孩子出現無法呼吸、無聲但痛苦的表情時，則需要進行哈姆力克法。

*事前模擬急救情境和流程
無法排除異物時，一人騎車一人抱著孩子同時進行CPR衝急診室是我們目前想到最快速的方式。住家附近約一公里就有教學醫院，因此在發生緊急狀況時，這是我們想到最快能抵達醫院的方法了。火災時的逃生路線也是需要事前模擬的啊！

以上，若整理的有錯誤地方歡迎留言告知，最後推薦大家報名急救課程，實際演練急救流程（而且還可以練習哈姆力克法！正確的實施要讓氣瓶可以一次噴出兩個海綿，我大概練習十次後才真抓到手感）

台北109年目前只搜尋到台安的急救課程
https://www.tahsda.org.tw/cpr/cprregister.php

另外粉專留言內有哈姆力克氣瓶操作的影片，有興趣的可以參考（覺得能實際模擬力道非常重要）https://m.facebook.com/story.php?story_fbid=172573240807551&id=118788706186005



-
Sent from JPTT on my Sony G8232.


",Sun Dec 22 23:21:12 2019,"
[寶寶] 急救課程心得分享
"
https://www.ptt.cc/bbs/BabyMother/M.1577029507.A.7D5.html,6,"

已爬文，仍有些疑問想請教大家


目前女寶即將滿4m，體重後段班大概5.5kg而已

出月中後本來是白天半夜全親餵+睡前一餐配方150

但因為打預防針時寶寶體重衝不上來

小兒科醫生一直要我擠出來瓶餵母奶才能知道寶寶喝多少

但我平時一打一完全不考慮擠奶

所以滿3個月後決定白天再增加一餐配方奶100左右

變成整天共2餐配方奶，其他時間全親餵

不過成效不彰，寶寶體重依舊衝不高，而且不管瓶餵配方+親餵都厭奶

瓶餵配方時，都還沒督看到奶瓶就開始伸手推

搞到最後通常只能趁睡著偷餵，還常只喝40~90而已

親餵則是只有半夜比較順利

其他時間督奶頭給她也是奶陣來吸個幾口就吐掉開始吃手手

寶寶厭奶，那媽媽就是厭世啊啊啊啊啊



好不容易撐到快滿4個月即將加入副食品，想要固定寶寶作息

另因為是異膚寶寶，想給寶寶多點抵抗力，目前還不想完全放棄母奶

所以暫時還是混餵為主，預計整天大概固定時間給3餐配方

其他時間不定時主動抓來親餵

配方奶大致固定08:00 16:00 22:00

副食品12:00，其他時間(包括白天和半夜）都是親餵無限暢飲

小睡時間大概抓在配方奶前1-1.5小時左右

0800 配方奶135ml
1200 副食品
1600 配方奶135ml
2000 洗澡
2200 配方奶170ml

想請教

1. 像這樣混餵(瓶餵配方3餐＋其他時間全親餵)可行嗎？

   寶寶目前是不重吃，奶瓶和奶頭都不愛，只愛手手，應該沒有奶頭混淆問題

2. 因為瓶餵配方次數變多，如果還是不擠奶的話，母奶會降到完全沒奶嗎？

   我的理解是，因為其他時間還是有親餵，不另外擠奶的情況下，奶量雖然會降，

   但不至於會完全退奶，不知我的理解是否有誤？

3. 上述作息不知是否有需修改地方，再麻煩各位給點建議了


以上，先謝謝大家了！



",Sun Dec 22 23:45:05 2019,"
[寶寶] 4m女寶混餵作息
"
https://www.ptt.cc/bbs/BabyMother/M.1577029886.A.613.html,爆,"

不曉得大家是否有看到韓先生親吻寶寶的新聞
先不論政治立場
FB滑到到他親寶寶的畫面我真的是快抓狂

一個跑了一天行程的人
身上不知道有多少細菌加上他抽菸
這個寶寶看起來還很小
他抱到姿勢也不太對勁
寶寶的頭沒有好的支撐
我一整個頭皮發麻

有韓粉在韓粉社團轉發了醫師的衛教文
https://m.facebook.com/story.php?story_fbid=753309955173875&id=124023758102501

結果下面一面倒罵醫師
抱一下有那麼嚴重嗎？
親一下有那麼嚴重嗎？
再到醫師的頁面謾罵醫師沒有醫德

我以為新聞報導那麼多了
總是會有基本的衛生觀念吧？
結果足見很多人還是一樣…

-
Sent from JPTT on my Asus ASUS_Z01FD.


",Sun Dec 22 23:51:21 2019,"
[寶寶] 抱一下、親一下沒關係？！
"
https://www.ptt.cc/bbs/BabyMother/M.1577030018.A.F11.html,13,"

寶寶出生一段時間了，名字一直很難決定......
懇請各位寶爸媽提供意見.....

感激不盡！謝謝各位

1       廖品菱

2       廖恩語

3       廖耘萱

4       廖若語

5       廖敏喬

6       廖芸嘉







",Sun Dec 22 23:53:36 2019,"
[寶寶] 女豬寶取名請益（廖）
"
https://www.ptt.cc/bbs/BabyMother/M.1577030507.A.6C6.html,31,"
請問大家都是驗到懷孕後多久就去看婦產科？
或是月經遲到多久才會去婦產科報到？
太早去超音波也照不出來，
但又有講法說要早點去確認著床的位置...


",Mon Dec 23 00:01:44 2019,"
[懷孕] 請問驗到懷孕後多久去婦產科？
"
https://www.ptt.cc/bbs/BabyMother/M.1577031132.A.C98.html,1,"

近期即將生產，看版上建議產前可先去看中醫把脈開立適合個人體質的坐月子中藥，想請問是否有媽咪曾在高雄楠梓瑞鴻堂給醫師把脈並購買中藥水藥的經驗分享？
大概是買了哪些東西？覺得效果如何？價位大約？
謝謝。

-
Sent from JPTT on my OPPO CPH1721.


",Mon Dec 23 00:12:10 2019,"
[生產] 請問高雄瑞鴻堂月子中藥
"
